,Players,club,league,age,nationality,Position,overall,potential,aggression,standing_tackle,sliding_tackle,marking,diver_trait,work_rate_def,tackling_speciality,argues_with_officials_trait,Total Apps,Total Yellows,Average Yellows/Game,Total Reds,Average Reds/Game,Total Conceded 1+,Average Conceded 1+
207,Alexandre Mendy,Girondins de Bordeaux,French Ligue 1,23,France,Forward,71,76,59,17,17,16,False,Medium,False,False,37.0,2.0,0.05405405405405406,0.0,0.0,0.0,0.0
210,Alexandru Maxim,1. FSV Mainz 05,German Bundesliga,26,Romania,Midfielder,75,76,48,30,23,22,False,Low,False,False,90.0,8.0,0.08888888888888889,0.0,0.0,0.0,0.0
211,Alexis,Deportivo Alaves,Spanish Primera Division,31,Spain,Defender,76,76,82,75,73,76,False,High,False,False,123.0,55.0,0.44715447154471544,2.0,0.016260162601626018,104.0,0.8455284552845529
213,Alexis Blin,Toulouse FC,French Ligue 1,20,France,Midfielder,72,83,72,74,73,74,False,High,False,False,56.0,11.0,0.19642857142857142,0.0,0.0,0.0,0.0
216,Alexis Sanchez,Arsenal,English Premier League,28,Chile,Forward,89,89,80,39,35,30,False,High,False,False,166.0,18.0,0.10843373493975904,0.0,0.0,0.0,0.0
218,Alfie Mawson,Swansea City,English Premier League,23,England,Defender,73,84,69,72,69,74,False,High,False,False,27.0,1.0,0.037037037037037035,0.0,0.0,25.0,0.9259259259259259
219,Alfred Duncan,Sassuolo,Italian Serie A,24,Ghana,Midfielder,76,82,86,79,74,68,False,High,False,False,114.0,20.0,0.17543859649122806,0.0,0.0,0.0,0.0
221,Alfred N'Diaye,Wolverhampton Wanderers,English Championship,27,Senegal,Midfielder,78,80,85,83,75,75,False,High,False,False,66.0,14.0,0.21212121212121213,0.0,0.0,0.0,0.0
222,Alfredo Morales,FC Ingolstadt 04,German 2. Bundesliga,27,United States,Midfielder,72,73,81,67,68,63,True,High,False,False,51.0,12.0,0.23529411764705882,0.0,0.0,0.0,0.0
223,Alhassan Wakaso,Vitoria Guimaraes,Portuguese Primeira Liga,25,Ghana,Midfielder,75,80,87,77,72,76,False,High,False,False,13.0,2.0,0.15384615384615385,0.0,0.0,0.0,0.0
224,Ali Ahamada,Kayserispor,Turkish Super Lig,25,Comoros,Goalkeeper,70,72,33,19,10,15,False,Medium,False,False,86.0,3.0,0.03488372093023256,1.0,0.011627906976744186,58.0,0.6744186046511628
225,Alin Tosca,Real Betis Balompie,Spanish Primera Division,25,Romania,Defender,70,76,62,70,74,72,False,Medium,False,False,17.0,2.0,0.11764705882352941,0.0,0.0,18.0,1.0588235294117647
226,Aljaz Struna,Palermo,Italian Serie B,26,Slovenia,Defender,68,69,66,72,73,73,False,High,False,False,22.0,11.0,0.5,0.0,0.0,20.0,0.9090909090909091
227,Allan,Napoli,Italian Serie A,26,Brazil,Midfielder,80,82,85,84,80,76,False,High,False,False,139.0,24.0,0.17266187050359713,0.0,0.0,0.0,0.0
228,Allan McGregor,Hull City,English Championship,35,Scotland,Goalkeeper,74,74,43,13,13,11,False,Medium,False,False,52.0,0.0,0.0,2.0,0.038461538461538464,33.0,0.6346153846153846
229,Allan Nyom,West Bromwich Albion,English Premier League,29,Cameroon,Defender,77,77,80,83,81,77,False,Medium,False,False,167.0,43.0,0.25748502994011974,0.0,0.0,102.0,0.6107784431137725
230,Allan Saint-Maximin,OGC Nice,French Ligue 1,20,France,Forward,76,84,36,16,22,23,False,Medium,False,False,61.0,2.0,0.03278688524590164,1.0,0.01639344262295082,0.0,0.0
231,Almamy Toure,AS Monaco,French Ligue 1,21,Mali,Defender,73,81,59,75,73,72,False,Medium,False,False,30.0,3.0,0.1,0.0,0.0,12.0,0.4
232,Almen Abdi,Sheffield Wednesday,English Championship,30,Switzerland,Midfielder,71,71,74,60,57,52,False,Medium,False,False,32.0,4.0,0.125,0.0,0.0,0.0,0.0
233,Almog Cohen,FC Ingolstadt 04,German 2. Bundesliga,28,Israel,Midfielder,75,75,87,77,76,75,False,High,False,False,60.0,5.0,0.08333333333333333,0.0,0.0,0.0,0.0
234,Alois Confais,ES Troyes AC,French Ligue 1,20,France,Midfielder,61,74,49,55,57,63,False,Medium,False,False,14.0,3.0,0.21428571428571427,0.0,0.0,0.0,0.0
235,Alphonse Areola,Paris Saint-Germain,French Ligue 1,24,France,Goalkeeper,80,86,26,18,12,19,False,Medium,False,False,85.0,2.0,0.023529411764705882,0.0,0.0,32.0,0.3764705882352941
236,Alvaro Arroyo,Albacete Balompie,Spanish Segunda Division,28,Spain,Midfielder,72,72,80,75,80,74,False,Medium,False,False,30.0,8.0,0.26666666666666666,0.0,0.0,0.0,0.0
241,Aly Cissokho,Evkur Yeni Malatyaspor,Turkish Super Lig,29,France,Defender,71,71,77,76,77,74,False,Medium,False,False,58.0,6.0,0.10344827586206896,1.0,0.017241379310344827,49.0,0.8448275862068966
242,Aly Malle,Udinese,Italian Serie A,19,Mali,Forward,67,80,33,30,25,38,False,Low,False,False,11.0,1.0,0.09090909090909091,0.0,0.0,0.0,0.0
243,Amadou Diawara,Napoli,Italian Serie A,19,Guinea,Midfielder,77,87,82,75,72,60,False,High,False,False,52.0,12.0,0.23076923076923078,0.0,0.0,0.0,0.0
245,Amin Younes,Ajax,Holland Eredivisie,23,Germany,Midfielder,77,81,55,23,18,25,False,Medium,False,False,25.0,0.0,0.0,0.0,0.0,0.0,0.0
247,Amine Harit,FC Schalke 04,German Bundesliga,20,Morocco,Midfielder,71,83,42,36,29,29,False,Low,False,False,30.0,4.0,0.13333333333333333,1.0,0.03333333333333333,0.0,0.0
248,Amir Abrashi,SC Freiburg,German Bundesliga,27,Albania,Midfielder,71,71,89,75,76,70,False,High,False,False,20.0,3.0,0.15,0.0,0.0,0.0,0.0
249,Amos Youga,Le Havre AC,French Ligue 2,24,Central African Rep.,Midfielder,69,75,76,67,63,69,False,High,False,False,18.0,4.0,0.2222222222222222,1.0,0.05555555555555555,0.0,0.0
250,Anaitz Arbilla,SD Eibar,Spanish Primera Division,30,Spain,Defender,74,74,84,78,75,73,False,High,False,False,98.0,27.0,0.2755102040816326,1.0,0.01020408163265306,96.0,0.9795918367346939
251,Anastasios Donis,VfB Stuttgart,German Bundesliga,20,Greece,Forward,71,82,61,18,24,23,False,Medium,False,False,18.0,1.0,0.05555555555555555,0.0,0.0,0.0,0.0
252,Ander Herrera,Manchester United,English Premier League,27,Spain,Midfielder,84,84,86,78,76,80,True,High,False,False,146.0,33.0,0.22602739726027396,1.0,0.00684931506849315,0.0,0.0
253,Anders Agnes Konradsen,Rosenborg BK,Norwegian Eliteserien,26,Norway,Midfielder,70,71,75,67,67,62,False,High,False,False,49.0,3.0,0.061224489795918366,0.0,0.0,0.0,0.0
255,Anders Lindegaard,Burnley,English Premier League,33,Denmark,Goalkeeper,68,68,32,15,14,14,False,Medium,False,False,11.0,0.0,0.0,0.0,0.0,9.0,0.8181818181818182
256,Anderson Conceicao,Grupo Desportivo de Chaves,Portuguese Primeira Liga,27,Brazil,Defender,68,68,67,67,66,70,False,Medium,False,False,16.0,1.0,0.0625,0.0,0.0,15.0,0.9375
257,Andre Ayew,West Ham United,English Premier League,27,Ghana,Forward,79,79,78,60,57,49,False,Medium,False,False,146.0,23.0,0.15753424657534246,0.0,0.0,0.0,0.0
258,Andre Gomes,FC Barcelona,Spanish Primera Division,23,Portugal,Midfielder,82,88,81,77,64,65,False,Medium,False,False,93.0,22.0,0.23655913978494625,0.0,0.0,0.0,0.0
259,Andre Gray,Watford,English Premier League,26,England,Forward,77,80,70,23,20,22,False,Medium,False,False,32.0,2.0,0.0625,0.0,0.0,0.0,0.0
261,Andre Hahn,Hamburger SV,German Bundesliga,26,Germany,Midfielder,76,77,79,56,48,46,False,High,False,False,117.0,21.0,0.1794871794871795,0.0,0.0,0.0,0.0
263,Andre Pierre Gignac,Tigres U.A.N.L.,Mexican Liga MX,31,France,Forward,81,81,80,41,23,22,False,Medium,False,False,104.0,11.0,0.10576923076923077,0.0,0.0,0.0,0.0
264,Andre Poko,Kardemir Karabukspor,Turkish Super Lig,24,Gabon,Midfielder,72,76,91,72,65,77,False,High,False,False,73.0,19.0,0.2602739726027397,2.0,0.0273972602739726,0.0,0.0
265,Andre Ramalho,Bayer 04 Leverkusen,German Bundesliga,25,Brazil,Defender,73,77,63,72,73,69,False,Medium,False,False,37.0,9.0,0.24324324324324326,0.0,0.0,25.0,0.6756756756756757
266,Andre Schurrle,Borussia Dortmund,German Bundesliga,26,Germany,Forward,80,81,66,40,42,23,False,High,False,False,63.0,7.0,0.1111111111111111,0.0,0.0,0.0,0.0
267,Andre Schurrle,Borussia Dortmund,German Bundesliga,26,Germany,Midfielder,80,81,66,40,42,23,False,High,False,False,73.0,7.0,0.0958904109589041,0.0,0.0,0.0,0.0
269,Andre Wisdom,Derby County,English Championship,24,England,Defender,71,75,74,76,73,75,False,Medium,False,False,48.0,3.0,0.0625,0.0,0.0,27.0,0.5625
270,Andre Zambo Anguissa,Olympique de Marseille,French Ligue 1,21,Cameroon,Forward,73,80,73,74,69,62,False,High,False,False,42.0,3.0,0.07142857142857142,0.0,0.0,0.0,0.0
273,Andrea Barberis,Crotone,Italian Serie A,23,Italy,Midfielder,69,74,78,68,62,49,False,High,False,False,26.0,3.0,0.11538461538461539,0.0,0.0,0.0,0.0
274,Andrea Barzagli,Juventus,Italian Serie A,36,Italy,Defender,85,85,70,90,88,90,False,High,True,False,123.0,14.0,0.11382113821138211,0.0,0.0,14.0,0.11382113821138211
276,Andrea Belotti,Torino,Italian Serie A,23,Italy,Forward,83,90,83,23,32,15,False,High,False,False,108.0,12.0,0.1111111111111111,0.0,0.0,0.0,0.0
277,Andrea Bertolacci,Genoa,Italian Serie A,26,Italy,Midfielder,77,80,69,68,68,60,False,Medium,False,False,130.0,32.0,0.24615384615384617,0.0,0.0,0.0,0.0
278,Andrea Coda,Pescara,Italian Serie B,32,Italy,Defender,68,68,73,71,65,69,False,Medium,False,False,61.0,24.0,0.39344262295081966,0.0,0.0,58.0,0.9508196721311475
279,Andrea Consigli,Sassuolo,Italian Serie A,30,Italy,Goalkeeper,82,82,11,17,19,12,False,Medium,False,False,180.0,10.0,0.05555555555555555,2.0,0.011111111111111112,111.0,0.6166666666666667
280,Andrea Conti,Milan,Italian Serie A,23,Italy,Defender,75,83,73,74,74,68,False,High,False,False,47.0,14.0,0.2978723404255319,0.0,0.0,27.0,0.574468085106383
281,Andrea Cossu,Cagliari,Italian Serie A,37,Italy,Forward,69,69,62,32,24,20,False,Medium,False,False,74.0,15.0,0.20270270270270271,1.0,0.013513513513513514,0.0,0.0
282,Andrea Costa,Benevento Calcio,Italian Serie A,31,Italy,Defender,74,74,72,78,74,76,False,Medium,False,False,119.0,28.0,0.23529411764705882,1.0,0.008403361344537815,81.0,0.680672268907563
286,Andrea Mantovani,Novara,Italian Serie B,33,Italy,Defender,70,70,73,70,67,68,False,Medium,False,False,27.0,9.0,0.3333333333333333,0.0,0.0,19.0,0.7037037037037037
287,Andrea Masiello,Atalanta,Italian Serie A,31,Italy,Defender,77,77,77,80,77,79,False,Medium,False,False,78.0,19.0,0.24358974358974358,0.0,0.0,38.0,0.48717948717948717
288,Andrea Nalini,Crotone,Italian Serie A,27,Italy,Midfielder,60,60,33,30,23,27,False,Medium,False,False,17.0,2.0,0.11764705882352941,0.0,0.0,0.0,0.0
290,Andrea Petagna,Atalanta,Italian Serie A,22,Italy,Forward,73,82,60,15,15,15,False,Medium,False,False,40.0,3.0,0.075,0.0,0.0,0.0,0.0
292,Andrea Pirlo,New York City Football Club,USA Major League Soccer,38,Italy,Midfielder,77,77,49,44,35,36,False,Low,False,False,81.0,12.0,0.14814814814814814,0.0,0.0,0.0,0.0
293,Andrea Poli,Bologna,Italian Serie A,27,Italy,Midfielder,75,75,70,60,60,56,False,Medium,False,False,121.0,12.0,0.09917355371900827,0.0,0.0,0.0,0.0
294,Andrea Raggi,AS Monaco,French Ligue 1,33,Italy,Defender,76,76,82,76,74,78,False,Medium,False,False,100.0,15.0,0.15,0.0,0.0,41.0,0.41
295,Andrea Ranocchia,Inter,Italian Serie A,29,Italy,Defender,76,76,66,80,76,76,False,Medium,False,False,132.0,39.0,0.29545454545454547,0.0,0.0,89.0,0.6742424242424242
296,Andrea Rispoli,Palermo,Italian Serie B,28,Italy,Defender,71,71,67,68,65,64,False,Medium,False,False,83.0,13.0,0.1566265060240964,0.0,0.0,81.0,0.9759036144578314
299,Andreas Beck,VfB Stuttgart,German Bundesliga,30,Germany,Defender,75,75,74,75,73,78,False,High,False,False,97.0,15.0,0.15463917525773196,0.0,0.0,98.0,1.0103092783505154
300,Andreas Christensen,Chelsea,English Premier League,21,Denmark,Defender,81,90,73,88,84,83,False,Medium,False,False,63.0,2.0,0.031746031746031744,0.0,0.0,41.0,0.6507936507936508
302,Andreas Granqvist,FC Krasnodar,Russian Premier League,32,Sweden,Defender,80,80,81,83,79,83,False,Medium,False,False,35.0,8.0,0.22857142857142856,0.0,0.0,24.0,0.6857142857142857
303,Andreas Lambertz,SG Dynamo Dresden,German 2. Bundesliga,32,Germany,Midfielder,66,66,87,65,65,69,False,Medium,False,False,28.0,8.0,0.2857142857142857,0.0,0.0,0.0,0.0
306,Andreas Pereira,Valencia CF,Spanish Primera Division,21,Brazil,Midfielder,78,86,65,58,49,68,False,High,False,False,40.0,12.0,0.3,1.0,0.025,0.0,0.0
307,Andreas Weimann,Derby County,English Championship,25,Austria,Forward,69,69,76,37,34,29,False,Medium,False,False,98.0,10.0,0.10204081632653061,0.0,0.0,0.0,0.0
309,Andrej Kramaric,TSG 1899 Hoffenheim,German Bundesliga,26,Croatia,Forward,81,83,73,20,26,20,False,Medium,False,False,64.0,2.0,0.03125,0.0,0.0,0.0,0.0
311,Andres Fernandez,Villarreal CF,Spanish Primera Division,30,Spain,Goalkeeper,76,76,40,14,15,11,False,Medium,False,False,126.0,12.0,0.09523809523809523,2.0,0.015873015873015872,96.0,0.7619047619047619
312,Andres Guardado,Real Betis Balompie,Spanish Primera Division,30,Mexico,Forward,81,81,72,72,72,60,False,Medium,False,False,52.0,11.0,0.21153846153846154,0.0,0.0,0.0,0.0
314,Andres Tello,Bari,Italian Serie B,20,Colombia,Midfielder,68,78,71,67,63,54,False,High,False,False,18.0,6.0,0.3333333333333333,0.0,0.0,0.0,0.0
317,Andrew Robertson,Liverpool,English Premier League,23,Scotland,Defender,75,82,69,74,70,72,False,High,False,False,57.0,12.0,0.21052631578947367,0.0,0.0,60.0,1.0526315789473684
318,Andrew Surman,Bournemouth,English Premier League,30,England,Midfielder,75,75,68,68,62,62,False,Medium,False,False,64.0,6.0,0.09375,0.0,0.0,0.0,0.0
319,Andrew Taylor,Bolton Wanderers,English Championship,30,England,Defender,68,68,69,71,69,71,False,Medium,False,False,18.0,0.0,0.0,0.0,0.0,20.0,1.1111111111111112
321,Andros Townsend,Crystal Palace,English Premier League,25,England,Midfielder,78,79,58,31,27,39,False,Medium,False,False,111.0,10.0,0.09009009009009009,0.0,0.0,0.0,0.0
322,Andy Carroll,West Ham United,English Premier League,28,England,Forward,78,78,85,46,43,42,False,High,False,False,100.0,13.0,0.13,1.0,0.01,0.0,0.0
323,Andy Delort,Toulouse FC,French Ligue 1,25,France,Forward,76,79,70,20,24,20,True,Medium,False,False,67.0,7.0,0.1044776119402985,0.0,0.0,0.0,0.0
324,Andy King,Leicester City,English Premier League,28,Wales,Midfielder,72,72,63,69,63,68,False,Medium,False,False,72.0,7.0,0.09722222222222222,0.0,0.0,0.0,0.0
325,Angel Correa,Atletico Madrid,Spanish Primera Division,22,Argentina,Forward,80,87,41,51,44,46,False,Low,False,False,58.0,12.0,0.20689655172413793,0.0,0.0,0.0,0.0
326,Angel Di Maria,Paris Saint-Germain,French Ligue 1,29,Argentina,Midfielder,85,85,73,59,56,37,True,Medium,False,False,151.0,12.0,0.07947019867549669,1.0,0.006622516556291391,0.0,0.0
328,Angel Rangel,Swansea City,English Premier League,34,Spain,Defender,74,74,68,80,77,78,False,High,False,False,131.0,24.0,0.183206106870229,0.0,0.0,92.0,0.7022900763358778
329,Angel Rodriguez,Deportes Tolima,Colombian Primera A,28,Colombia,Forward,73,73,73,18,20,20,False,Medium,False,False,35.0,1.0,0.02857142857142857,0.0,0.0,0.0,0.0
330,Angelo Obinze Ogbonna,West Ham United,English Premier League,29,Italy,Defender,79,79,70,82,81,80,False,Medium,False,False,111.0,17.0,0.15315315315315314,1.0,0.009009009009009009,61.0,0.5495495495495496
334,Ante Budimir,Crotone,Italian Serie A,25,Croatia,Forward,70,72,55,35,27,20,False,High,False,False,11.0,0.0,0.0,0.0,0.0,0.0,0.0
335,Ante Rebic,Eintracht Frankfurt,German Bundesliga,23,Croatia,Forward,72,77,65,40,25,20,False,Medium,False,False,42.0,14.0,0.3333333333333333,0.0,0.0,0.0,0.0
337,Anthony Jung,Brndby IF,Danish Superliga,25,Germany,Defender,69,73,69,68,68,65,False,Medium,False,False,16.0,1.0,0.0625,0.0,0.0,11.0,0.6875
339,Anthony Koura,AS Nancy Lorraine,French Ligue 2,24,Burkina Faso,Forward,71,75,46,16,15,14,False,Medium,False,False,16.0,1.0,0.0625,0.0,0.0,0.0,0.0
342,Anthony Lopes,Olympique Lyonnais,French Ligue 1,26,Portugal,Goalkeeper,83,85,38,15,13,13,False,Medium,False,False,149.0,5.0,0.03355704697986577,0.0,0.0,67.0,0.44966442953020136
345,Anthony Martial,Manchester United,English Premier League,21,France,Forward,82,90,59,39,36,35,False,Low,False,False,49.0,2.0,0.04081632653061224,0.0,0.0,0.0,0.0
346,Anthony Martial,Manchester United,English Premier League,21,France,Midfielder,82,90,59,39,36,35,False,Low,False,False,59.0,4.0,0.06779661016949153,0.0,0.0,0.0,0.0
347,Anthony Mounier,Panathinaikos FC,Greek Super League,29,France,Midfielder,76,76,60,32,28,28,False,Medium,False,False,105.0,8.0,0.0761904761904762,0.0,0.0,0.0,0.0
348,Anthony Pilkington,Cardiff City,English Championship,29,Republic of Ireland,Midfielder,70,70,70,22,18,17,False,Low,False,False,45.0,4.0,0.08888888888888889,0.0,0.0,0.0,0.0
351,Anthony Weber,Stade Brestois 29,French Ligue 2,30,France,Defender,70,70,58,73,61,73,False,Medium,False,False,100.0,9.0,0.09,1.0,0.01,55.0,0.55
352,Antoine Devaux,Stade de Reims,French Ligue 2,32,France,Midfielder,67,67,63,65,61,54,False,Medium,False,False,131.0,17.0,0.1297709923664122,2.0,0.015267175572519083,0.0,0.0
353,Antoine Griezmann,Atletico Madrid,Spanish Primera Division,26,France,Forward,88,91,69,22,11,23,False,Medium,False,False,111.0,14.0,0.12612612612612611,0.0,0.0,0.0,0.0
354,Antoine Griezmann,Atletico Madrid,Spanish Primera Division,26,France,Midfielder,88,91,69,22,11,23,False,Medium,False,False,69.0,13.0,0.18840579710144928,0.0,0.0,0.0,0.0
355,Anton Ferdinand,Southend United,English League One,32,England,Defender,67,67,67,68,67,66,False,Medium,False,False,13.0,2.0,0.15384615384615385,0.0,0.0,13.0,1.0
359,Antonio Adan,Real Betis Balompie,Spanish Primera Division,30,Spain,Goalkeeper,81,81,41,14,18,11,False,Medium,False,False,76.0,11.0,0.14473684210526316,1.0,0.013157894736842105,65.0,0.8552631578947368
360,Antonio Amaya,Rayo Vallecano,Spanish Segunda Division,34,Spain,Defender,71,71,80,76,52,73,False,Medium,False,False,88.0,28.0,0.3181818181818182,1.0,0.011363636363636364,99.0,1.125
361,Antonio Balzano,Pescara,Italian Serie B,31,Italy,Defender,70,70,74,76,75,73,False,High,False,False,51.0,14.0,0.27450980392156865,0.0,0.0,47.0,0.9215686274509803
362,Antonio Barreca,Torino,Italian Serie A,22,Italy,Defender,75,86,62,74,72,66,False,Medium,False,False,28.0,2.0,0.07142857142857142,0.0,0.0,23.0,0.8214285714285714
363,Antonio Candreva,Inter,Italian Serie A,30,Italy,Midfielder,80,80,66,58,50,54,False,Medium,False,False,174.0,22.0,0.12643678160919541,0.0,0.0,0.0,0.0
364,Antonio Di Gaudio,Parma,Italian Serie B,27,Italy,Midfielder,73,73,38,21,24,24,False,Medium,False,False,29.0,2.0,0.06896551724137931,0.0,0.0,0.0,0.0
366,Antonio Floro Flores,Bari,Italian Serie B,34,Italy,Forward,72,72,60,30,24,20,False,Low,False,False,100.0,10.0,0.1,0.0,0.0,0.0,0.0
368,Antonio Mazzotta,Pescara,Italian Serie B,27,Italy,Defender,68,68,71,67,67,64,False,Medium,False,False,10.0,0.0,0.0,0.0,0.0,14.0,1.4
369,Antonio Mirante,Bologna,Italian Serie A,33,Italy,Goalkeeper,80,80,32,12,12,18,False,Medium,False,False,156.0,12.0,0.07692307692307693,2.0,0.01282051282051282,113.0,0.7243589743589743
370,Antonio Nocerino,Orlando City Soccer Club,USA Major League Soccer,32,Italy,Midfielder,70,70,68,67,65,66,False,Medium,False,False,52.0,5.0,0.09615384615384616,0.0,0.0,0.0,0.0
372,Antonio Rudiger,Chelsea,English Premier League,24,Germany,Defender,82,86,89,84,81,82,False,High,False,False,121.0,20.0,0.1652892561983471,3.0,0.024793388429752067,73.0,0.6033057851239669
373,Antonio Rukavina,Villarreal CF,Spanish Primera Division,33,Serbia,Defender,77,77,78,77,78,76,False,Medium,False,False,113.0,22.0,0.19469026548672566,0.0,0.0,74.0,0.6548672566371682
374,Antonio Sanabria,Real Betis Balompie,Spanish Primera Division,21,Paraguay,Forward,78,86,32,20,15,21,False,Medium,False,False,55.0,6.0,0.10909090909090909,0.0,0.0,0.0,0.0
375,Antonio-Mirko Colak,FC Ingolstadt 04,German 2. Bundesliga,23,Croatia,Forward,69,74,66,31,20,21,False,Medium,False,False,27.0,1.0,0.037037037037037035,0.0,0.0,0.0,0.0
377,Antony Robic,AS Nancy Lorraine,French Ligue 2,31,France,Midfielder,70,70,59,37,25,33,False,Low,False,False,24.0,3.0,0.125,0.0,0.0,0.0,0.0
380,Archimede Morleo,Bari,Italian Serie B,33,Italy,Defender,68,68,70,63,67,61,False,Medium,False,False,69.0,15.0,0.21739130434782608,1.0,0.014492753623188406,40.0,0.5797101449275363
381,Arda Turan,FC Barcelona,Spanish Primera Division,30,Turkey,Midfielder,82,82,80,63,65,54,False,High,False,False,130.0,28.0,0.2153846153846154,0.0,0.0,0.0,0.0
383,Aristote Madiani,US Quevilly-Rouen,French Ligue 2,21,France,Forward,57,64,32,22,20,23,False,Medium,False,False,16.0,1.0,0.0625,0.0,0.0,0.0,0.0
384,Aritz Aduriz,Athletic Club de Bilbao,Spanish Primera Division,36,Spain,Forward,84,84,82,44,49,46,False,Medium,False,False,164.0,49.0,0.29878048780487804,1.0,0.006097560975609756,0.0,0.0
385,Arjen Robben,FC Bayern Munich,German Bundesliga,33,Netherlands,Midfielder,88,88,47,26,26,29,True,Low,False,False,107.0,1.0,0.009345794392523364,0.0,0.0,0.0,0.0
386,Arkadiusz Milik,Napoli,Italian Serie A,23,Poland,Forward,79,86,67,34,32,29,False,Medium,False,False,41.0,2.0,0.04878048780487805,0.0,0.0,0.0,0.0
387,Arlind Ajeti,Crotone,Italian Serie A,23,Albania,Defender,68,72,64,68,65,69,False,Medium,False,False,20.0,5.0,0.25,1.0,0.05,21.0,1.05
388,Armand Traore,Nottingham Forest,English Championship,27,Senegal,Defender,68,68,66,61,62,62,False,Medium,False,False,42.0,5.0,0.11904761904761904,0.0,0.0,35.0,0.8333333333333334
391,Arnaud Nordin,AS Nancy Lorraine,French Ligue 2,19,France,Forward,66,78,31,32,26,28,False,Medium,False,False,14.0,0.0,0.0,0.0,0.0,0.0,0.0
392,Arnaud Souquet,OGC Nice,French Ligue 1,25,France,Midfielder,76,80,66,79,78,78,False,Medium,False,False,26.0,3.0,0.11538461538461539,0.0,0.0,0.0,0.0
395,Arnold Bouka Moutou,Dijon FCO,French Ligue 1,28,Congo,Defender,70,70,72,68,73,73,False,Medium,False,False,33.0,5.0,0.15151515151515152,0.0,0.0,21.0,0.6363636363636364
396,Arnold Mvuemba,FC Lorient,French Ligue 2,32,DR Congo,Midfielder,73,73,71,66,61,67,False,High,False,False,95.0,8.0,0.08421052631578947,0.0,0.0,0.0,0.0
397,Aron Gunnarsson,Cardiff City,English Championship,28,Iceland,Midfielder,72,72,81,71,69,61,False,High,False,False,23.0,1.0,0.043478260869565216,0.0,0.0,0.0,0.0
398,Aron Johannsson,SV Werder Bremen,German Bundesliga,26,United States,Forward,72,75,50,25,21,18,False,Medium,False,False,15.0,1.0,0.06666666666666667,1.0,0.06666666666666667,0.0,0.0
