,Players,Position,Clubs,league,age,nationality,overall,Continent,Homegrown,Starts/Apps,Subbed Off/Apps,Overall Apps,Average Form,Goals/Apps,Assists/Apps,Clean Sheets/Apps
1893,Jesse Lingard,Midfielder,MUFC,English Premier League,24,England,78,Europe,True,0.7450980392156863,0.47058823529411764,51.0,2.2745098039215685,0.09803921568627451,0.058823529411764705,0.0
1894,Benoit Cheyrou,Midfielder,OLMA,USA Major League Soccer,36,France,68,Europe,False,0.8823529411764706,0.2549019607843137,51.0,2.2745098039215685,0.0784313725490196,0.0392156862745098,0.0
1895,Wayne Hennessey,Goalkeeper,LCFC,English Premier League,30,Wales,74,Europe,False,0.9838709677419355,0.0,62.0,2.274193548387097,0.0,0.0,0.25806451612903225
1896,Matias Vecino,Midfielder,FIOR,Italian Serie A,25,Uruguay,78,South America,False,0.8051948051948052,0.11688311688311688,77.0,2.272727272727273,0.09090909090909091,0.07792207792207792,0.0
1897,Koffi Djidji,Defender,NAAT,French Ligue 1,24,Ivory Coast,75,Africa,False,0.9393939393939394,0.10606060606060606,66.0,2.272727272727273,0.015151515151515152,0.0,0.22727272727272727
1898,Anaitz Arbilla,Defender,,Spanish Primera Division,30,Spain,74,Europe,True,0.7727272727272727,0.18181818181818182,22.0,2.272727272727273,0.0,0.09090909090909091,0.18181818181818182
1899,Anders Lindegaard,Goalkeeper,MUFC,English Premier League,33,Denmark,68,Europe,False,1.0,0.0,11.0,2.272727272727273,0.0,0.0,0.2727272727272727
1900,Victor Moses,Midfielder,CHEL,English Premier League,26,Nigeria,79,Africa,False,0.7636363636363637,0.5636363636363636,55.0,2.272727272727273,0.07272727272727272,0.07272727272727272,0.0
1901,Samu Castillejo,Midfielder,MALA,Spanish Primera Division,22,Spain,80,Europe,True,0.8181818181818182,0.48484848484848486,33.0,2.272727272727273,0.030303030303030304,0.15151515151515152,0.0
1902,Mirko Boland,Midfielder,,German 2. Bundesliga,30,Germany,72,Europe,False,0.8787878787878788,0.21212121212121213,33.0,2.272727272727273,0.030303030303030304,0.15151515151515152,0.0
1903,Mathieu Peybernes,Defender,SCBA,Turkish Super Lig,26,France,74,Europe,False,0.9130434782608695,0.06521739130434782,92.0,2.2717391304347827,0.0,0.021739130434782608,0.2391304347826087
1904,Florian Grillitsch,Midfielder,WB1,German Bundesliga,21,Austria,74,Europe,False,0.9166666666666666,0.4166666666666667,48.0,2.2708333333333335,0.0625,0.0625,0.0
1905,Baptiste Reynet,Goalkeeper,,French Ligue 1,26,France,78,Europe,True,1.0,0.0,37.0,2.27027027027027,0.0,0.0,0.24324324324324326
1906,Augusto Fernandez,Midfielder,RCCV,Spanish Primera Division,31,Argentina,80,South America,False,0.9047619047619048,0.4126984126984127,126.0,2.2698412698412698,0.07936507936507936,0.07936507936507936,0.0
1907,Manu Del Moral,Forward,,Spanish Segunda Division,33,Spain,72,Europe,False,0.7692307692307693,0.6346153846153846,52.0,2.269230769230769,0.09615384615384616,0.038461538461538464,0.0
1908,Ludovic Baal,Forward,LENS,French Ligue 1,31,France,76,Europe,True,1.0,0.038461538461538464,26.0,2.269230769230769,0.0,0.15384615384615385,0.0
1909,Sergio Floccari,Forward,,Italian Serie A,35,Italy,75,Europe,True,0.4807692307692308,0.23076923076923078,52.0,2.269230769230769,0.15384615384615385,0.019230769230769232,0.0
1910,Gael Danic,Midfielder,OLLY,French Ligue 2,35,France,69,Europe,False,0.6153846153846154,0.4230769230769231,26.0,2.269230769230769,0.038461538461538464,0.19230769230769232,0.0
1911,Ben Mee,Defender,BUR,English Premier League,27,England,78,Europe,True,0.9850746268656716,0.04477611940298507,67.0,2.2686567164179103,0.04477611940298507,0.0,0.2537313432835821
1912,Artur Boruc,Goalkeeper,BOU,English Premier League,37,Poland,77,Europe,False,1.0,0.0,67.0,2.2686567164179103,0.0,0.0,0.23880597014925373
1913,Kwadwo Asamoah,Midfielder,JUVE,Italian Serie A,28,Ghana,78,Africa,False,0.8556701030927835,0.2268041237113402,97.0,2.268041237113402,0.041237113402061855,0.1134020618556701,0.0
1914,Bastian Oczipka,Defender,EF,German Bundesliga,28,Germany,77,Europe,True,0.952054794520548,0.0547945205479452,146.0,2.267123287671233,0.0136986301369863,0.1095890410958904,0.19863013698630136
1915,Younes Belhanda,Midfielder,SCH4,Turkish Super Lig,27,Morocco,81,Africa,False,0.5333333333333333,0.26666666666666666,15.0,2.2666666666666666,0.13333333333333333,0.06666666666666667,0.0
1916,Claudio Beauvue,Midfielder,SCBA,Spanish Primera Division,29,France,74,Europe,False,0.5333333333333333,0.13333333333333333,15.0,2.2666666666666666,0.06666666666666667,0.13333333333333333,0.0
1917,Lukas Rupp,Midfielder,,German Bundesliga,26,Germany,76,Europe,True,0.6444444444444445,0.3111111111111111,45.0,2.2666666666666666,0.13333333333333333,0.022222222222222223,0.0
1918,Mario Vrancic,Midfielder,,English Championship,28,Bosnia Herzegovina,72,Europe,False,0.7066666666666667,0.37333333333333335,75.0,2.2666666666666666,0.10666666666666667,0.05333333333333334,0.0
1919,Matthias Zimmermann,Midfielder,,German Bundesliga,25,Germany,69,Europe,True,0.8666666666666667,0.0,15.0,2.2666666666666666,0.06666666666666667,0.06666666666666667,0.0
1920,Gregory Sertic,Midfielder,GIBO,French Ligue 1,27,France,75,Europe,True,0.8715596330275229,0.1834862385321101,109.0,2.2660550458715596,0.045871559633027525,0.11009174311926606,0.0
1921,Hernan Perez,Midfielder,RCDE,Spanish Primera Division,28,Paraguay,79,South America,False,0.734375,0.34375,64.0,2.265625,0.15625,0.015625,0.0
1922,Diego Laxalt,Midfielder,,Italian Serie A,24,Uruguay,78,South America,False,0.8674698795180723,0.10843373493975904,83.0,2.2650602409638556,0.04819277108433735,0.0963855421686747,0.0
1923,Radja Nainggolan,Midfielder,,Italian Serie A,29,Belgium,86,Europe,False,0.9705882352941176,0.14705882352941177,68.0,2.264705882352941,0.08823529411764706,0.07352941176470588,0.0
1924,Ivan Cavaleiro,Forward,RCDC,English Championship,23,Portugal,73,Europe,False,0.7941176470588235,0.38235294117647056,34.0,2.264705882352941,0.08823529411764706,0.08823529411764706,0.0
1925,Rodrigo de Paul,Midfielder,UDCA,Italian Serie A,23,Argentina,74,South America,False,0.9411764705882353,0.5882352941176471,34.0,2.264705882352941,0.08823529411764706,0.058823529411764705,0.0
1926,Marcus Rohden,Midfielder,,Italian Serie A,26,Sweden,71,Europe,False,0.8823529411764706,0.4117647058823529,34.0,2.264705882352941,0.029411764705882353,0.11764705882352941,0.0
1927,Francois Moubandje,Defender,TOUL,French Ligue 1,27,Switzerland,74,Europe,False,0.9340659340659341,0.04395604395604396,91.0,2.2637362637362637,0.0,0.03296703296703297,0.24175824175824176
1928,Leonardo Bittencourt,Midfielder,H96,German Bundesliga,23,Germany,78,Europe,True,0.6140350877192983,0.43859649122807015,57.0,2.263157894736842,0.08771929824561403,0.14035087719298245,0.0
1929,Lazar Markovic,Midfielder,LPOOL,English Premier League,23,Serbia,76,Europe,False,0.5789473684210527,0.42105263157894735,19.0,2.263157894736842,0.10526315789473684,0.05263157894736842,0.0
1930,George Boyd,Midfielder,HULL,English Championship,31,Scotland,72,Europe,False,0.676923076923077,0.2153846153846154,65.0,2.2615384615384615,0.1076923076923077,0.06153846153846154,0.0
1931,Rachid Alioui,Forward,GUIN,French Ligue 2,25,Morocco,71,Africa,False,0.4782608695652174,0.34782608695652173,23.0,2.260869565217391,0.13043478260869565,0.043478260869565216,0.0
1932,Jonathan De Guzman,Midfielder,NAPO,German Bundesliga,29,Netherlands,77,Europe,False,0.5217391304347826,0.30434782608695654,23.0,2.260869565217391,0.13043478260869565,0.043478260869565216,0.0
1933,Marco Torsiglieri,Defender,,Argentinian Superliga,29,Argentina,71,South America,False,0.9629629629629629,0.0,27.0,2.259259259259259,0.037037037037037035,0.0,0.3333333333333333
1934,Federico Chiesa,Forward,FIOR,Italian Serie A,19,Italy,75,Europe,True,0.6296296296296297,0.4444444444444444,27.0,2.259259259259259,0.1111111111111111,0.07407407407407407,0.0
1935,John Guidetti,Forward,RCCV,Spanish Primera Division,25,Sweden,79,Europe,False,0.4482758620689655,0.39655172413793105,58.0,2.2586206896551726,0.1896551724137931,0.017241379310344827,0.0
1936,Benjamin Stambouli,Midfielder,MHSC,German Bundesliga,26,France,77,Europe,False,0.9482758620689655,0.034482758620689655,58.0,2.2586206896551726,0.05172413793103448,0.05172413793103448,0.0
1937,Adrian Gonzalez,Midfielder,,Spanish Primera Division,29,Spain,76,Europe,True,0.7640449438202247,0.38202247191011235,89.0,2.258426966292135,0.12359550561797752,0.02247191011235955,0.0
1938,Konstantin Rausch,Defender,,German Bundesliga,27,Russia,73,Asia,False,0.8709677419354839,0.7096774193548387,31.0,2.2580645161290325,0.06451612903225806,0.16129032258064516,0.06451612903225806
1939,Garath McCleary,Midfielder,RFC,English Championship,30,Jamaica,72,Australia / Oceania,False,0.4838709677419355,0.22580645161290322,31.0,2.2580645161290325,0.0967741935483871,0.0967741935483871,0.0
1940,David Navarro,Defender,,Spanish Segunda Division,37,Spain,72,Europe,False,1.0,0.05714285714285714,105.0,2.257142857142857,0.01904761904761905,0.01904761904761905,0.26666666666666666
1941,Jermaine Jones,Midfielder,SCH4,USA Major League Soccer,35,United States,73,North America,False,0.8205128205128205,0.23076923076923078,39.0,2.2564102564102564,0.05128205128205128,0.15384615384615385,0.0
1942,Andrea Rispoli,Defender,,Italian Serie B,28,Italy,71,Europe,False,0.8545454545454545,0.16363636363636364,55.0,2.2545454545454544,0.09090909090909091,0.12727272727272726,0.16363636363636364
1943,Ludovic Baal,Forward,STRE,French Ligue 1,31,France,76,Europe,True,0.9272727272727272,0.16363636363636364,55.0,2.2545454545454544,0.0,0.14545454545454545,0.0
1944,Achraf Lazaar,Midfielder,,Italian Serie A,25,Morocco,73,Africa,False,0.8983050847457628,0.423728813559322,59.0,2.2542372881355934,0.05084745762711865,0.06779661016949153,0.0
1945,Piotr Zielinski,Midfielder,,Italian Serie A,23,Poland,80,Europe,False,0.6666666666666666,0.2222222222222222,63.0,2.253968253968254,0.07936507936507936,0.1111111111111111,0.0
1946,Milan Badelj,Midfielder,HSV,Italian Serie A,28,Croatia,78,Europe,False,0.9518072289156626,0.26506024096385544,83.0,2.253012048192771,0.03614457831325301,0.10843373493975904,0.0
1947,Federico Peluso,Defender,,Italian Serie A,33,Italy,74,Europe,True,0.96875,0.010416666666666666,96.0,2.25,0.03125,0.03125,0.22916666666666666
1948,Jeremie Brechet,Defender,GIBO,French Ligue 2,37,France,67,Europe,False,0.25,0.25,4.0,2.25,0.0,0.0,0.0
1949,Jerry Mbakogu,Forward,,Italian Serie B,24,Nigeria,73,Africa,False,0.8333333333333334,0.4583333333333333,24.0,2.25,0.08333333333333333,0.08333333333333333,0.0
1950,Victor Perez,Midfielder,VALL,Polish Ekstraklasa,29,Spain,69,Europe,False,0.8409090909090909,0.1590909090909091,44.0,2.25,0.11363636363636363,0.0,0.0
1951,Darko Lazovic,Midfielder,,Italian Serie A,26,Serbia,75,Europe,False,0.75,0.4166666666666667,48.0,2.25,0.041666666666666664,0.125,0.0
1952,Jesper Hansen,Goalkeeper,SCBA,Danish Superliga,32,Denmark,73,Europe,False,0.75,0.0,4.0,2.25,0.0,0.0,0.25
1953,Lukas Hinterseer,Forward,,German 2. Bundesliga,26,Austria,73,Europe,False,0.48214285714285715,0.3392857142857143,56.0,2.25,0.16071428571428573,0.017857142857142856,0.0
1954,Jeffrey Bruma,Defender,VFL,German Bundesliga,25,Netherlands,79,Europe,False,1.0,0.05,20.0,2.25,0.05,0.0,0.35
1955,Stefano Okaka,Forward,,English Premier League,27,Italy,77,Europe,False,0.8125,0.15625,32.0,2.25,0.09375,0.0625,0.0
1956,Diego Marino,Goalkeeper,VALL,Spanish Segunda Division,27,Spain,74,Europe,False,1.0,0.0,28.0,2.25,0.0,0.0,0.2857142857142857
1957,Axel Ngando,Midfielder,STRE,Turkish Super Lig,23,France,70,Europe,False,0.0,0.0,4.0,2.25,0.25,0.0,0.0
1958,Iago Falque,Defender,RAVA,Italian Serie A,27,Spain,80,Europe,False,0.9285714285714286,0.5,28.0,2.25,0.10714285714285714,0.07142857142857142,0.10714285714285714
1959,Yanni Regasel,Defender,HB1,German Bundesliga,21,Germany,68,Europe,True,0.875,0.0625,16.0,2.25,0.0,0.0,0.25
1960,Gaston Ramirez,Midfielder,MFC,Italian Serie A,26,Uruguay,78,South America,False,0.8333333333333334,0.5833333333333334,24.0,2.25,0.08333333333333333,0.125,0.0
1961,Alberto Cerri,Forward,,Italian Serie B,21,Italy,69,Europe,False,0.5,0.16666666666666666,12.0,2.25,0.16666666666666666,0.0,0.0
1962,Mauro Formica,Midfielder,,Mexican Liga MX,29,Argentina,71,South America,False,0.375,0.25,8.0,2.25,0.125,0.125,0.0
1963,Romulo,Midfielder,FIOR,Italian Serie A,30,Italy,74,Europe,True,0.5,0.3,20.0,2.25,0.1,0.1,0.0
1964,Julien Cetout,Midfielder,,French Ligue 2,29,France,72,Europe,False,0.9642857142857143,0.14285714285714285,28.0,2.25,0.03571428571428571,0.07142857142857142,0.0
1965,Moussa Dembele,Forward,FFC,English Premier League,29,Belgium,83,Europe,False,0.875,0.46875,32.0,2.25,0.03125,0.125,0.0
1966,Jaroslav Plasil,Midfielder,GIBO,French Ligue 1,35,Czech Republic,73,Europe,False,0.84472049689441,0.18633540372670807,161.0,2.248447204968944,0.043478260869565216,0.09316770186335403,0.0
1967,Nemanja Matic,Midfielder,CHEL,English Premier League,28,Serbia,84,Europe,False,0.8925619834710744,0.14049586776859505,121.0,2.2479338842975207,0.03305785123966942,0.1322314049586777,0.0
1968,Matthias Ostrzolek,Defender,HSV,German Bundesliga,27,Germany,74,Europe,True,0.9629629629629629,0.08641975308641975,81.0,2.246913580246914,0.012345679012345678,0.04938271604938271,0.24691358024691357
1969,Kevin Berigaud,Forward,MHSC,French Ligue 1,29,France,70,Europe,True,0.5584415584415584,0.38961038961038963,77.0,2.2467532467532467,0.09090909090909091,0.09090909090909091,0.0
1970,Franck Tabanou,Midfielder,ASSE,French Ligue 1,28,France,73,Europe,True,0.8307692307692308,0.2923076923076923,65.0,2.246153846153846,0.06153846153846154,0.07692307692307693,0.0
1971,Graham Dorrans,Midfielder,WBFC,Scottish Premiership,30,Scotland,73,Europe,False,0.8524590163934426,0.4426229508196721,61.0,2.2459016393442623,0.06557377049180328,0.09836065573770492,0.0
1972,Josef Martinez,Midfielder,TOCA,USA Major League Soccer,24,Venezuela,78,South America,False,0.5789473684210527,0.3333333333333333,57.0,2.245614035087719,0.12280701754385964,0.03508771929824561,0.0
1973,Kevin Trapp,Goalkeeper,EF,French Ligue 1,26,Germany,81,Europe,False,1.0,0.024390243902439025,82.0,2.2439024390243905,0.0,0.0,0.24390243902439024
1974,Lossemy Karaboue,Midfielder,,French Ligue 2,29,Ivory Coast,69,Africa,False,0.9459459459459459,0.21621621621621623,37.0,2.2432432432432434,0.05405405405405406,0.02702702702702703,0.0
1975,Jessy Pi,Midfielder,TROY,French Ligue 2,23,France,69,Europe,False,0.9459459459459459,0.05405405405405406,37.0,2.2432432432432434,0.08108108108108109,0.0,0.0
1976,James McCarthy,Midfielder,EVER,English Premier League,26,Republic of Ireland,80,Europe,False,0.912621359223301,0.1650485436893204,103.0,2.2427184466019416,0.05825242718446602,0.07766990291262135,0.0
1977,Carles Gil,Midfielder,,Spanish Primera Division,24,Spain,78,Europe,True,0.8787878787878788,0.24242424242424243,33.0,2.242424242424242,0.030303030303030304,0.09090909090909091,0.0
1978,Christian Mathenia,Goalkeeper,,German Bundesliga,25,Germany,75,Europe,True,1.0,0.0,33.0,2.242424242424242,0.0,0.0,0.24242424242424243
1979,Neil Taylor,Defender,SWAN,English Championship,28,Wales,74,Europe,False,0.9263157894736842,0.09473684210526316,95.0,2.2421052631578946,0.0,0.042105263157894736,0.25263157894736843
1980,Ramy Bensebaini,Defender,STRE,French Ligue 1,22,Algeria,75,Africa,False,0.88,0.16,25.0,2.24,0.0,0.0,0.28
1981,Danilo Avelar,Midfielder,,French Ligue 1,28,Brazil,73,South America,False,0.9014084507042254,0.08450704225352113,71.0,2.23943661971831,0.056338028169014086,0.11267605633802817,0.0
1982,Stephen Ward,Defender,BUR,English Premier League,31,Republic of Ireland,75,Europe,False,0.9565217391304348,0.08695652173913043,46.0,2.239130434782609,0.021739130434782608,0.021739130434782608,0.1956521739130435
1983,Emanuele Calaio,Forward,,Italian Serie B,35,Italy,72,Europe,False,0.5869565217391305,0.13043478260869565,46.0,2.239130434782609,0.15217391304347827,0.06521739130434782,0.0
1984,Mohamed Fofana,Defender,,French Ligue 2,32,Mali,64,Africa,False,0.8478260869565217,0.17391304347826086,46.0,2.239130434782609,0.021739130434782608,0.021739130434782608,0.1956521739130435
1985,Luca Marrone,Midfielder,,Italian Serie B,27,Italy,73,Europe,False,0.9047619047619048,0.38095238095238093,21.0,2.238095238095238,0.047619047619047616,0.14285714285714285,0.0
1986,John Ruddy,Goalkeeper,NCFC,English Championship,30,England,72,Europe,False,1.0,0.0125,80.0,2.2375,0.0,0.0,0.2625
1987,Jason Shackell,Defender,BUR,English Championship,33,England,72,Europe,False,1.0,0.02631578947368421,38.0,2.236842105263158,0.0,0.0,0.2631578947368421
1988,Steven Caulker,Defender,CARD,English Championship,25,England,73,Europe,False,1.0,0.0,38.0,2.236842105263158,0.13157894736842105,0.0,0.18421052631578946
1989,Nuri Sahin,Midfielder,BD1,German Bundesliga,28,Turkey,79,Asia,False,0.8545454545454545,0.23636363636363636,55.0,2.2363636363636363,0.05454545454545454,0.07272727272727272,0.0
1990,Abdoul Camara,Midfielder,,French Ligue 1,27,Guinea,71,Africa,False,1.0,0.29411764705882354,17.0,2.235294117647059,0.11764705882352941,0.0,0.0
1991,Wolfgang Hesl,Goalkeeper,,German 3. Liga,31,Germany,68,Europe,False,1.0,0.0,17.0,2.235294117647059,0.0,0.0,0.17647058823529413
1992,Panagiotis Tachtsidis,Midfielder,HEVE,Greek Super League,26,Greece,75,Europe,False,1.0,0.17647058823529413,34.0,2.235294117647059,0.08823529411764706,0.058823529411764705,0.0
1993,Yannick Gerhardt,Midfielder,FCK1,German Bundesliga,23,Germany,75,Europe,True,0.7021276595744681,0.2765957446808511,47.0,2.234042553191489,0.06382978723404255,0.10638297872340426,0.0
1994,Stewart Downing,Midfielder,MFC,English Championship,32,England,73,Europe,False,0.8,0.13333333333333333,30.0,2.2333333333333334,0.03333333333333333,0.1,0.0
1995,Marco Verratti,Midfielder,PSG,French Ligue 1,24,Italy,87,Europe,False,0.8208955223880597,0.373134328358209,134.0,2.2313432835820897,0.03731343283582089,0.1791044776119403,0.0
1996,Seydou Doumbia,Forward,ROMA,Portuguese Primeira Liga,29,Ivory Coast,79,Africa,False,0.46153846153846156,0.3076923076923077,13.0,2.230769230769231,0.15384615384615385,0.0,0.0
1997,Jeremy Menez,Forward,GIBO,Turkish Super Lig,30,France,77,Europe,False,0.6538461538461539,0.38461538461538464,26.0,2.230769230769231,0.11538461538461539,0.11538461538461539,0.0
1998,Brice Dja Djedje,Defender,,English Premier League,26,Ivory Coast,74,Africa,False,0.9038461538461539,0.07692307692307693,52.0,2.230769230769231,0.038461538461538464,0.07692307692307693,0.17307692307692307
1999,Tarik Elyounoussi,Forward,,Rest Of The World,29,Norway,73,Europe,False,0.6730769230769231,0.4230769230769231,52.0,2.230769230769231,0.07692307692307693,0.09615384615384616,0.0
2000,Adrien Thomasson,Midfielder,NAAT,French Ligue 1,23,France,73,Europe,True,0.8,0.4153846153846154,65.0,2.230769230769231,0.07692307692307693,0.09230769230769231,0.0
2001,Daniele Padelli,Goalkeeper,TOCA,Italian Serie A,31,Italy,74,Europe,True,1.0,0.01,100.0,2.23,0.0,0.0,0.2
