,Players,club,league,age,nationality,Position,overall,potential,eur_value,injury_prone_trait,Previous Average Form,Current Average Form,Apps This Season,Plays in Top 5 Leagues,Homegrown
261,Anthony Lopes,Olympique Lyonnais,French Ligue 1,26,Portugal,Goalkeeper,83,85,21500000.0,False,3.1543624161073827,0.0,0.0,True,False
262,Raheem Sterling,Manchester City,English Premier League,22,England,Midfielder,82,87,29500000.0,False,3.1538461538461537,5.482758620689657,29.0,True,True
263,Iago Falque,Torino,Italian Serie A,27,Spain,Defender,80,80,15500000.0,False,3.1538461538461537,4.727272727272728,33.0,True,True
264,Loic Remy,UD Las Palmas,Spanish Primera Division,30,France,Forward,77,77,8500000.0,False,3.152173913043478,3.1,20.0,True,True
265,Pablo Zabaleta,West Ham United,English Premier League,32,Argentina,Defender,79,79,7000000.0,False,3.1496062992125986,1.78125,32.0,True,False
266,Riccardo Saponara,Fiorentina,Italian Serie A,25,Italy,Midfielder,79,82,16000000.0,False,3.1494252873563218,2.4615384615384617,13.0,True,True
267,Claudio Beauvue,CD Leganes,Spanish Primera Division,29,France,Midfielder,74,74,5500000.0,False,3.147286821705426,1.88,25.0,True,True
268,Manolo Gabbiadini,Southampton,English Premier League,25,Italy,Forward,79,83,16500000.0,False,3.1458333333333335,2.074074074074074,27.0,True,True
269,Max Gradel,Toulouse FC,French Ligue 1,29,Ivory Coast,Midfielder,77,77,8500000.0,False,3.1443298969072164,0.0,0.0,True,False
270,Kevin Trapp,Paris Saint-Germain,French Ligue 1,26,Germany,Goalkeeper,81,82,14500000.0,False,3.141843971631206,0.0,0.0,True,True
271,David Ospina,Arsenal,English Premier League,28,Colombia,Goalkeeper,79,79,9000000.0,False,3.141025641025641,3.5,2.0,True,False
272,Faouzi Ghoulam,Napoli,Italian Serie A,26,Algeria,Defender,80,83,15000000.0,False,3.140845070422535,5.090909090909091,11.0,True,False
273,Jesus Gamez,Newcastle United,English Premier League,32,Spain,Defender,76,76,4300000.0,False,3.1375,3.5,2.0,True,True
274,Jeremy Menez,Antalyaspor,Turkish Super Lig,30,France,Forward,77,77,8500000.0,True,3.130434782608696,0.0,0.0,False,True
275,Duje Cop,Standard de Liege,Belgian First Division A,27,Croatia,Forward,74,75,6500000.0,False,3.128205128205128,1.5,2.0,False,False
276,Virgil van Dijk,Southampton,English Premier League,25,Netherlands,Defender,83,86,27500000.0,False,3.1272727272727274,2.6818181818181817,22.0,True,False
277,Yohann Pele,Olympique de Marseille,French Ligue 1,34,France,Goalkeeper,75,75,2700000.0,False,3.125,0.0,0.0,True,True
278,Stefan Aigner,Colorado Rapids,USA Major League Soccer,29,Germany,Midfielder,73,73,3900000.0,False,3.12396694214876,0.0,0.0,False,True
279,Toni Kroos,Real Madrid CF,Spanish Primera Division,27,Germany,Midfielder,90,90,79000000.0,False,3.12,3.5217391304347827,23.0,True,True
280,Erik Lamela,Tottenham Hotspur,English Premier League,25,Argentina,Midfielder,80,83,18500000.0,False,3.1186440677966103,1.380952380952381,21.0,True,False
281,Gael Kakuta,Amiens SC Football,French Ligue 1,26,DR Congo,Forward,76,76,8500000.0,False,3.1041666666666665,0.0,0.0,True,False
282,Christian Fuchs,Leicester City,English Premier League,31,Austria,Defender,76,76,5000000.0,False,3.1029411764705883,2.136363636363636,22.0,True,False
283,Paul Verhaegh,VfL Wolfsburg,German Bundesliga,33,Netherlands,Defender,77,77,3400000.0,False,3.1,2.8620689655172415,29.0,True,False
284,David De Gea,Manchester United,English Premier League,26,Spain,Goalkeeper,90,92,64500000.0,False,3.0994152046783627,3.7352941176470575,34.0,True,True
285,Mustapha Yatabare,Kardemir Karabukspor,Turkish Super Lig,31,Mali,Forward,69,69,950000.0,False,3.0952380952380953,0.0,0.0,False,False
286,Robert Beric,RSC Anderlecht,Belgian First Division A,26,Slovenia,Forward,76,78,9500000.0,True,3.09375,0.0,0.0,False,False
287,Steven Fletcher,Sheffield Wednesday,English Championship,30,Scotland,Forward,72,72,3000000.0,True,3.08974358974359,0.0,0.0,False,False
288,Nacho Monreal,Arsenal,English Premier League,31,Spain,Defender,80,80,10000000.0,False,3.088709677419355,3.88,25.0,True,True
289,Luciano Vietto,Atletico Madrid,Spanish Primera Division,23,Argentina,Forward,79,86,18000000.0,False,3.084507042253521,1.6875,16.0,True,False
290,Martin Harnik,Hannover 96,German Bundesliga,30,Austria,Midfielder,76,76,7500000.0,False,3.0841121495327104,3.0769230769230766,26.0,True,False
291,Thomas Lemar,AS Monaco,French Ligue 1,21,France,Midfielder,83,91,38500000.0,False,3.0823529411764707,0.0,0.0,True,True
292,Jay Rodriguez,West Bromwich Albion,English Premier League,27,England,Forward,76,76,8000000.0,True,3.076923076923077,2.9090909090909087,33.0,True,True
293,Chris Smalling,Manchester United,English Premier League,27,England,Defender,81,82,17000000.0,True,3.0762711864406778,3.9230769230769234,26.0,True,True
294,Lucas Digne,FC Barcelona,Spanish Primera Division,23,France,Defender,79,84,14000000.0,False,3.0707964601769913,2.8181818181818183,11.0,True,True
295,Giovanni Sio,Montpellier Herault SC,French Ligue 1,28,Ivory Coast,Forward,75,75,7000000.0,False,3.07,0.0,0.0,True,False
296,Rolando,Olympique de Marseille,French Ligue 1,31,Portugal,Defender,75,75,4500000.0,False,3.0697674418604652,0.0,0.0,True,False
297,Etrit Berisha,Atalanta,Italian Serie A,28,Albania,Goalkeeper,78,79,8500000.0,False,3.0615384615384613,2.962962962962963,27.0,True,False
298,Andy Delort,Toulouse FC,French Ligue 1,25,France,Forward,76,79,10000000.0,False,3.0597014925373136,0.0,0.0,True,True
299,Wojciech Szczesny,Juventus,Italian Serie A,27,Poland,Goalkeeper,82,84,18000000.0,False,3.0596026490066226,4.3125,16.0,True,False
300,Kevin Strootman,Roma,Italian Serie A,27,Netherlands,Midfielder,84,85,35000000.0,True,3.0588235294117645,1.8965517241379308,29.0,True,False
301,Sidney Sam,VfL Bochum,German 2. Bundesliga,29,Germany,Midfielder,74,74,5500000.0,True,3.057142857142857,0.0,0.0,False,True
302,Marco Fabian,Eintracht Frankfurt,German Bundesliga,27,Mexico,Midfielder,79,79,13000000.0,False,3.057142857142857,2.4,5.0,True,False
303,Antonio Sanabria,Real Betis Balompie,Spanish Primera Division,21,Paraguay,Forward,78,86,15500000.0,False,3.0545454545454547,3.928571428571429,14.0,True,False
304,Aaron Hunt,Hamburger SV,German Bundesliga,30,Germany,Midfielder,76,76,7500000.0,True,3.0508474576271185,2.48,25.0,True,True
305,Atsuto Uchida,1. FC Union Berlin,German 2. Bundesliga,29,Japan,Defender,73,73,3000000.0,True,3.05,0.0,0.0,False,False
306,Robert Snodgrass,Aston Villa,English Championship,29,Scotland,Midfielder,75,75,6500000.0,False,3.0485436893203883,0.0,0.0,False,False
307,Julian Draxler,Paris Saint-Germain,French Ligue 1,23,Germany,Midfielder,84,87,39500000.0,False,3.048,0.0,0.0,True,True
308,Zlatko Junuzovic,SV Werder Bremen,German Bundesliga,29,Austria,Midfielder,79,79,12000000.0,False,3.046979865771812,2.8,20.0,True,False
309,Felipe Anderson,Lazio,Italian Serie A,24,Brazil,Midfielder,81,86,24000000.0,False,3.043103448275862,3.294117647058824,17.0,True,False
310,Benjamin Mendy,Manchester City,English Premier League,22,France,Defender,78,86,13000000.0,True,3.038095238095238,4.75,4.0,True,True
311,Renato Civelli,Banfield,Argentinian Superliga,33,Argentina,Defender,76,76,3100000.0,False,3.037974683544304,0.0,0.0,False,False
312,Corentin Tolisso,FC Bayern Munich,German Bundesliga,22,France,Midfielder,82,89,30500000.0,False,3.034782608695652,2.9130434782608696,23.0,True,True
313,Yannick Carrasco,Atletico Madrid,Spanish Primera Division,23,Belgium,Midfielder,85,90,51500000.0,False,3.034188034188034,2.8823529411764706,17.0,True,False
314,Giacomo Bonaventura,Milan,Italian Serie A,27,Italy,Midfielder,83,83,26500000.0,False,3.0328947368421053,2.9642857142857144,28.0,True,True
315,Manuel Lanzini,West Ham United,English Premier League,24,Argentina,Midfielder,81,87,24500000.0,True,3.0327868852459017,2.9545454545454546,22.0,True,False
316,Pierre-Michel Lasogga,Leeds United,English Championship,25,Germany,Forward,74,77,7000000.0,True,3.03125,0.0,0.0,False,True
317,Nicolas de Preville,Girondins de Bordeaux,French Ligue 1,26,France,Forward,77,80,11000000.0,False,3.030075187969925,0.0,0.0,True,True
318,Joe Hart,West Ham United,English Premier League,30,England,Goalkeeper,82,82,14000000.0,False,3.028409090909091,2.1666666666666665,18.0,True,True
319,Jaume Costa,Villarreal CF,Spanish Primera Division,29,Spain,Defender,79,79,9500000.0,False,3.0277777777777777,2.2592592592592595,27.0,True,True
320,Leroy Sane,Manchester City,English Premier League,21,Germany,Midfielder,82,91,34500000.0,False,3.0273972602739727,4.571428571428571,28.0,True,True
